title,link,published,source,query,search_start,search_end
"Microsoft still making billions, Wall Street is less impressed - Techzine Global",https://news.google.com/rss/articles/CBMiswFBVV95cUxQTmdWaDBtcFE5WGx5X3dLblRVSjRRN0ltRnNGZ3IzZVhodHRHa3VuS3ZOeE1jQ1IxRXJxbEdQcHlYSDV5OFo4NnRSUTBmT3lqVTJRQzRSdmRIZUVTR2VaeVVxcVlkYWJzMVZZWjlrNWpLSnIzbHhKdWNIOUEzMjJrSXhaVlhGZS13U0JXYW5oR09rQlBQeEdUeklITmhtdlF5eWcyR2Z2VjVjR0ZJMk9TLWVCWQ?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Techzine Global,Microsoft earnings,2024-07-29,2024-08-28
Microsoft revamps reporting structure to give better visibility into cloud consumption revenue - CNBC,https://news.google.com/rss/articles/CBMipAFBVV95cUxNUjJEUTFqUVJ6Vm9CeDM2RUVub1A5RS1ORkhQSmF0NXlfdERxdTFwTnhURFZOQlZwd2ZndVRPc3k4emg2eG5qX2dHdmIyVkloR1BHM0xENVE5U1VvX0EzY1UtYlp6Z1JNOVlRSnprTXEzX3FHVUUxU1E5WmlCQ1RQbzcyemV0OTg4VFBOSzZXS24tWl9xWElCV2RxMXNLaW04SURlQtIBqgFBVV95cUxPNEJrQUdjTnBDWEdReHBEeWh4cS1USXlNZUdURGQ4WGpwVm1feEZtTURXckh6cHB6VTN2dVZ3Zm9jSXpZWVJpSVQ1V05qejQ0NTNfVUJ5LXI1SW01MVNzM0FyU203VVFVaXpkLU1XajRxdElYYUxiODJIaTRDeUFyVElfbXNVVzJKa284RVdyMjFGbi03UmctNjB6enNTWHJLYkFTSjJncXNlUQ?oc=5,"Wed, 21 Aug 2024 07:00:00 GMT",CNBC,Microsoft earnings,2024-07-29,2024-08-28
How This Week's Big Tech Earnings Could Affect the Broader Market - Investopedia,https://news.google.com/rss/articles/CBMirwFBVV95cUxPTXhSbU1qZ0tPdnZBM3U3NG5iY2VKQjFYVnhCUWd1aHQyc2pIbVluNzVsX1FNSW9rZXRoOUZrQUNQeFI2c1V3bU91Q3JxaTZYS3lSQmNwQTZjb2E1TGpVM3ByV2dhU25NRGd2eEJaYnJuZFlnTkFJeGc3MnRZZW15NnExb2x0ak5vdnBXTXRuSkJady1qS0hHamt6ZS1fVjc5eVVuSFVmTHp5WjVFdFc0?oc=5,"Mon, 29 Jul 2024 07:00:00 GMT",Investopedia,Microsoft earnings,2024-07-29,2024-08-28
"Analysts overwhelmingly say buy Microsoft on postearnings dip, AI story intact - CNBC",https://news.google.com/rss/articles/CBMitgFBVV95cUxNNzRnOG1ZUnQtZktuRkJtTnBnYVZrZUl3NXkwSEJ6eVhuT2I2X05mUmgya1VPQ0xMLXdQNkhzeVYzZTZrVUV5Y3FENHpfRDJFbDhiSXRYZEdNaGNVNUxZZmw2Vlh3VkJTOUtuejJIZkc3RkEzWUhPemdZTms1VTZwa1ZueXU3LU1NUXJlUEoxQzNGbzNodkIyUkdCR0J1cnRVNjdWOGtfeTFwamNfaDg4RF9NdndoQQ?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",CNBC,Microsoft earnings,2024-07-29,2024-08-28
Microsoft Q4 2024: CEO Nadella Calls Copilot Growth Rate Fastest For Any M365 Suite - CRN Magazine,https://news.google.com/rss/articles/CBMitgFBVV95cUxPS3VxQjVzLTI0dndTWl9xNktRQjV3Uy1pY1VxRkdvZ2puY3dlUUVfdGFKT1paUkZ1T2xHbm5lZjNma2RiOHdEZTdRVnNrSmh6MU9WRWZ0MTdzUE95TURlUERveS1zdTlPQ0dwNkhhdm5IMmJwVXBoSmI4TjVBQTZSR0lKM205VXIwUFZoem5LaE5LbmtuQ1F2M3VORkZnWGxxNTdzVEhEYktlOGRiVExuN05zNS12QQ?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",CRN Magazine,Microsoft earnings,2024-07-29,2024-08-28
"Microsoft, Alphabet disappoint investors in latest earnings season - CFO Dive",https://news.google.com/rss/articles/CBMioAFBVV95cUxOcWJIYjBPX0tiQzA4S0pXd3piRGlfUTRFcUR1UmxfVUh0aS15a21VVlY5T01CWC16aUFUa3FmcVNoR2tDWGt5ZkNwWnV6SDM2T1Brb056NFRzMzRMM09IVHFVS0FXbU04cjVnN3R1ZmpsVXNCMDdjYkNZdmJNOGxtRzVqb0huTU5PbnprcjRJVUxzVGg2LXNJUWhQa0MxOEVO?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",CFO Dive,Microsoft earnings,2024-07-29,2024-08-28
Microsoft’s slower cloud growth fails to impress Wall Street - Financial Times,https://news.google.com/rss/articles/CBMicEFVX3lxTE1HWW9oNk96SS1neHRzU2F1UUNPY1owazF1WmNucU1yNTBVTndqcU5mRGZGd1g5V3MzN0M4ZzdSVjBrekRTSmUyLU05dlZMek1VcWZJaEJYZHhwY3BIbkY3cERjQ0VXVjJtcy1janlOcUY?oc=5,"Tue, 30 Jul 2024 07:00:00 GMT",Financial Times,Microsoft earnings,2024-07-29,2024-08-28
"Microsoft capital spending soars to $19B, betting big on AI, as Azure growth underwhelms Wall Street - GeekWire",https://news.google.com/rss/articles/CBMixwFBVV95cUxQTENDTXBBbGxwRXdIa3lQd0p1MlQ1UklmTnlHeDR0UlFrOWZXNFA1TWFoTDlGTTBWUy1DYnRodWJrdzRrNVhJNEFmcHQ0amo0WW1qV0FRa1FXRkJnRzN1Q2VEcHppd1JnNUxnbVpsdUQyV0hnOEJtZ3hTeDlMNlo3QmFmNEdSWFA2T2hIZmJFVmtoSGtyczN6ZS1CVGlUQV9SYjlzM1RkcmlMQjBWOERyZHJ1Q2l6cENlOXE1djRzbjI4bktjT2cw?oc=5,"Tue, 30 Jul 2024 07:00:00 GMT",GeekWire,Microsoft earnings,2024-07-29,2024-08-28
"Microsoft’s cloud revenues rule again in Q4, as Surface continues to dip - The Verge",https://news.google.com/rss/articles/CBMitAFBVV95cUxON3kxRkg1V3BfSzhjUGw1U2s4X0k0TFVQbHhqa3F4M1NkMFM1enhCTmNXb0VBbUNkQVhqRTFoTEdiSkJJdjVGZmpsRGZpVWtPaUgzX0o4ajJKTVlMLTdfMExhRXdhbVpVMm51WlRyd3dkbVl5VHVIY09ld0Q5TFBwcTNXV3JkcVhWckpDXzY3MTVpOVh3Ukc4NVU5N3I4Rk5PZnUyaVRJak9wQ2VsTl9iMjlxVF8?oc=5,"Tue, 30 Jul 2024 07:00:00 GMT",The Verge,Microsoft earnings,2024-07-29,2024-08-28
"Activision Blizzard generated $1.68 billion for Microsoft in Q4, with Xbox hardware revenue down 42% - Game World Observer",https://news.google.com/rss/articles/CBMikgFBVV95cUxQZDVVa0Jucmk3LWpwS3BVTmJyRjR6QlRNYkEzVHhoWjQ3NU5qek12Slo4TGxSbXNpZkd0Um1jVWVBWDhHVy15TmkyYktqYzVvRTZiUkFWMExVeXZyMzNFandNNzJaY0swd1JqZ3R3QkdYN241SlRaM3NTZ21GeDlFdnFhNzdfaWRKTWI5dEdpMEN1QQ?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Game World Observer,Microsoft earnings,2024-07-29,2024-08-28
"Market on edge: Volatility in action - VIX, Microsoft- and Meta earnings - home.saxo",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOU1hnbDhqS1hXdW9hV2ViYVNuYUZTUzBCZWNOeXpLZy1JM05vY29aeFBodUVCeHJ3T3dkMFpfamFxc1dUcFR1TUV1SnRqNF8yemlCRVBYalpqc1NreWM2bUlfTVFMNjl3V2tEckNFRDZmZzE4R0tRNmViNGdGZTg1dm11WDEyR0g4OUtMcG9lVFlWQnZWTXlsN3NKOUNiS2xsTjdRVldpWlg2N0dGTldsb2VrN3Y4ODlCeVBN?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",home.saxo,Microsoft earnings,2024-07-29,2024-08-28
Tech giants faced major market cap drop in July on earnings worries - Reuters,https://news.google.com/rss/articles/CBMihgFBVV95cUxObXdtZm1NR0RTWGpRSWNlWWIydnk1MDljT3pPYlBTb3VtU2d2N1NVSHUwMUMzVVQ0ajJYcnF0T0RRRnBEV3VqcUFfWWZ4OXhxNV9QZXFvX2NEUlRiYmNWTlEteDdVRUZoTkdkeXB3VlgxSFE5YXlBYW1Majd1MXJkUkRUOFJiUQ?oc=5,"Thu, 01 Aug 2024 07:00:00 GMT",Reuters,Microsoft earnings,2024-07-29,2024-08-28
What We Learned From Big Tech Earnings in the Past Week - Investopedia,https://news.google.com/rss/articles/CBMisAFBVV95cUxOQkNnN3N2eGFxb0FLZWNuQ1JvTmM5Sk11SGk1aERrSmtaN2JlbUFkelQ1NTVmWkFpRndhaFNMVlJUc19mdTBxZEZSMDhPTXVRM2lMWXdORlBoeVBFaHRRM0lxQWVMYmVPUUhSMFJldU05QVNkUFlEMEx3aTFsOFJ5dENIYVBqUy03QU1OM3k5QVdHOFpLNTYtZ0h3S0pJWkE0RWRyanNmMzFsSU5JWWs3OA?oc=5,"Sat, 03 Aug 2024 07:00:00 GMT",Investopedia,Microsoft earnings,2024-07-29,2024-08-28
Opinion: Microsoft and AMD earnings show that AI remains a game of optics - MarketWatch,https://news.google.com/rss/articles/CBMisANBVV95cUxOaWlOc1pyTDZsNjNHNnZyM0ZtczJ1cjhwdnlhcUhHSnBHcGpHSnVTeFZaWXAyYklxS1JvMUlGTDc0VUQzVkJMWDBKSVhHY0FqMEdXY0ZLWDE1Q2xSdTB2Y0tQODluclo4OENIa01hMkU3MTlxb2thWURpenFaWld3MFR5N2xkamdtYURWZFlGSTJ6aV9EbHVicVpFc1lKRlViMjdKMXJMbXVVUzhQVnhyMWdkSlZ6V2gzenBjOElEdm9NMEJsU3BWbnNSMzU3MVNRMkZfMWswSUlqekExUFVLSVhUOE40clh0bEh5dnV1SUtnSTBTbkR0QnJsTEc2eDdWSDBxRzlWSEpIY1NqbzEtaldPT2ZaNkxFOUt2UWo1RjlTR2tLWXhOcGNPM1g1VUxiOEd3RXRKeEMzVzdIeTdFbU5CWEtWX05POEpSUzJWbUNWYktEbXpwUk5QRnAydnVpem1vWGF0UnRVRTZxX3c2V1k3TFk2N2FpX2NTVHJmbHg5U2ZpQXI0WjJJbnV3dG1Oby1XakYwcGt5ZDVLSGFFc0xNRzJDUTBNb0hfZFY0M0s?oc=5,"Tue, 30 Jul 2024 07:00:00 GMT",MarketWatch,Microsoft earnings,2024-07-29,2024-08-28
Microsoft Cloud Q4: Big Revenue Numbers but Also Big Whiff on Security - Cloud Wars,https://news.google.com/rss/articles/CBMipgFBVV95cUxONnJNUlZtQURVeW5iMkoyMEVuRXFHemtPbE1XM003ZV9KZDJFbWpnNWdXRU1GdWU3YzVmbFkyYjFQZU5CYlRmODBNdGlMY2h3MWFNRC1qQ0c4VlRwTk9VbzhQd3BvREVMMWVIRHk4RDNMTUpXZXEzbVkwM2FNc1h2STZaVGt3Qlk0WXJZSTNxMnByVm9aYnY4SW5WOUlUa3hmWlp3NDNR?oc=5,"Thu, 01 Aug 2024 07:00:00 GMT",Cloud Wars,Microsoft earnings,2024-07-29,2024-08-28
"Growth in Office 365 Revenue Was Good But, Again, Only As Expected - Barron's",https://news.google.com/rss/articles/CBMi6wNBVV95cUxNWW5nNDh6N3NFUG1rck0yeTlSeEpTS25fYzBSOXVGODg0MWhOdWxqTkJSNEFyVEV4NTNxMTR3Z01hRjNaNmhIRHNiUHdVcDJJazlsZmxKV2pRZHViRmdqWGNiQUdSb2NsMzZPdkpJZU5mU203ZkFwWUJWdkdTbWE0N1ZyOXlXcjlHa3RNSWdrSlJnN2h4WWo1VlB5MWctb3FiX0hCNjZLWExYQ1UwYjd4bnpMbGw3Y1pUMl9KQjBtbkxLR0hrcE1teVlSaWVhNW8ydktUdVlWZDBxcjVFamxaQzBmV2M0ZmhWNlpsUHZuWER2bk9UaEJiYm5ZZFpMaFNQVjNsWTZuMnRfZFNVaEMxeFVrdjF1UmIyLXIzQVhyWGhQb2VIWC1TS29oR2FlckZ1cWt2ckk0cVMybjY4NFlpTDJEZjUzWXh1dHdYOWtfV20tMjc2Nk51VlFlZFJMVkliaHZiZFF6ajd2VE9NaFVvS2dtZG5HTVNuX1k5ZUtyczgwM1BsMEVURXVMc3k4UF9XT05LVnJIZl9zU2I1ZjhfaVhzNkprbzBnREcwRjJxaTloNlpCd0RxbnZfQWpMejNqakZucjlSZEF2TzF4amZvQ2lyS3B2TXBuRE9aUUMwek16RUUwSXhrb2MzMA?oc=5,"Tue, 30 Jul 2024 07:00:00 GMT",Barron's,Microsoft earnings,2024-07-29,2024-08-28
Microsoft is about to stress test Wall Street's appetite for huge AI bills - qz.com,https://news.google.com/rss/articles/CBMiggFBVV95cUxNNGlxclFiUlhCMHl0T1pGQUtkUGRXemlNMDd0dU9zSlZFYmI0YnZnLUhWTjRIMUw2LTR0YVFYNGMzQUZ2RTJUYTR4N1RJRmhFal92VmtMazZrdExZc3ZINzdMNGpuXzJwa1dpQzhkT2M3SUN6XzJpeU11aFhVSUhsdHNB?oc=5,"Tue, 06 Aug 2024 07:00:00 GMT",qz.com,Microsoft earnings,2024-07-29,2024-08-28
Microsoft's costs in focus as fears rise over slow payoff from AI - Reuters,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNb1dQLXRfdkVxdzJNRmNRQTQyckZHMk5HQjFSY3pINW41MjVNSERFS3VTS0tLNmlMeHItZF9Db21UZmM5bXlKOTU4NTl1NjMwQ0RIdVNCLURMTGJ1aVhoblVOdzFYWHJKVk1KQW5aVXI1SElRVFRGdE1IczdINkljS1diNTNqMWhEcllwRVJDVEJGVGxiQXRZQkVOYjNqMlRHSVpEMndHdEpuWDNZOTNCbFIxS05wQkdVTDhBX3lOTTRiQQ?oc=5,"Mon, 29 Jul 2024 07:00:00 GMT",Reuters,Microsoft earnings,2024-07-29,2024-08-28
"Microsoft Q4 strong, Azure growth 29% and a bit light - Constellation Research",https://news.google.com/rss/articles/CBMioAFBVV95cUxOc29JajFQaVVDRGxnU3hVcG5PUHcxMUYyU0NTZ3YzWVVRQVlWaWFpVEtxcFFzQzVEWG9FSnFZNy1TdWJRZlI3V0dWRzJFQ0NYWnFOT2gtYUpETFRQbDJJQnhQeXBJaElSekdtRENuNl9aOWRwaDZUTkM2TGRtRjNNd1JITEVfQVQ0NXgzZXdOSlhhUjRWeEJ6bjZyV202MjNv?oc=5,"Tue, 30 Jul 2024 07:00:00 GMT",Constellation Research,Microsoft earnings,2024-07-29,2024-08-28
"Dow Jones Futures Rise As Microsoft, AMD Earnings Ease AI Fears; Fed Pivot Looms - Investor's Business Daily",https://news.google.com/rss/articles/CBMiswFBVV95cUxNU2Z0NGhRLWE4c2lhakpmOEJpVkRYMGV6Mmo0N1BhbmNWWHBJT2pJaUZ3ajhva0hWMlJpNlotVk52LWVoX2RZOFlhZ2NMRDVpMHNIRVpScjg4eDJERFdoQ2FrdS12cUlmdS00Wk5JQTkyNVBySk9abk9HVDdxNGdza1l6aDVsRWMtbDlIcTdMZ1Q4MTlxRjdLRUQ3SG5FLTdjUXN1dkkzckYzNzVlZHVEQ2VFVQ?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Investor's Business Daily,Microsoft earnings,2024-07-29,2024-08-28
Microsoft Apple Google Earnings Ai Hype Real Analyst - qz.com,https://news.google.com/rss/articles/CBMihAFBVV95cUxQZWZUUGlpaXltYmlwN0p4Z3lYLWVPc3dJTUQ5SnVjX0FGV1IzeHByYnZnejJ4OVB6TmhNNkJJb3IwMDNqWFhIdnBtbTFmN2pzQjJ0dzlHbmpHLXRjZ2dxTE5MZ292WkltazdCQktfODdlbUxLam5TZVF2NDJLc2l0UjdBanE?oc=5,"Mon, 12 Aug 2024 07:00:00 GMT",qz.com,Microsoft earnings,2024-07-29,2024-08-28
Nvidia shares soar 13% after Microsoft quells fears that AI buildout is too fast - CNBC,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPV0dGQzh1ODN6Y1F3SW15NGprcDdydjdoTTVyQndVc0I5NlNnRldxanRKNldNQjRzb3dFbUhKWDlkYmJqbWJucFVtdm9fS3haRTRqazhSV1J2dnVBN1N2eGFaZXAzd3lPcU9va2x4bWJWT0R4VTdqakVoWnI1RDBwMHFSR0Z3ZmhkU1hfOTVTWVhnTC1uLXVhNTF4dllIX1d2Y19ZcFNhTHjSAa4BQVVfeXFMUFFVdHFvcFRqQ0hJd29yTExkLVAxU3RuTEE0STlpZTdyenR5TzdyWElCZl9lVEpwQ002X0FHQ0xwZEZucXRQVWw0TGhBVjMxUTlsR1FUSFdfZEp6eEFtY2phQ0s5MHFvSTNEajMtRlZzTW5vTEhoNXNGWkVSZkJvSDdmdk5OMXhxMDdqRk5CRXNMOFBhSEpvb1A1N1JVN1gyZVE1cjFHbmJUZjVBa3ZB?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",CNBC,Microsoft earnings,2024-07-29,2024-08-28
LSEG income surges as Microsoft joint venture moves to next stage - Reuters,https://news.google.com/rss/articles/CBMiowFBVV95cUxNRHpYcVRfMnlFd0RHYVR1V21RV29lOUhpcU15YUlRUjMyX0dHWlBoU3c4OFI2a2s0emJFZnJmQ3poRnNPUzdYZFhzQVVlNUkxMGtISFBwSkZsRjBmU0xuSkl3RlVqX2dfX1FHVDN0WkRfVkdSYzBtbWU0aUdvWUc1RF9NT2xaZ28tX1h6Q3pPMW5rcnZKc2ZWeUwtbzZEa2RJTnFR?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Reuters,Microsoft earnings,2024-07-29,2024-08-28
Microsoft may see a 'historic' earnings report: Keith Fitz-Gerald - Fox Business,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5CM0JTUXF2YVdON25qZjdFV2NmSDVUWlFXakRQN2N0a1IyNTR5YXhST2p0cUNGRXpPVUxZbGlrMzJuR2ppOGJzVTFBaHp1bnZZV3BVclZtZFhDZVU?oc=5,"Mon, 29 Jul 2024 07:00:00 GMT",Fox Business,Microsoft earnings,2024-07-29,2024-08-28
Microsoft Announces Q4 FY 2024 Results - HPCwire,https://news.google.com/rss/articles/CBMiggFBVV95cUxPbnhRbkhFQnJ2cThtaFY4V21iQ3pTVFBBZXhsT2JBWElDWF9sS3ZfTWlBYmJVWUd5STRYZGQ2R2tJeUxsS052cmhjMjcwY19JbDBZS0w5QjJwOUszY1BDYUJrSnRoZkJ2ZW5tenVQc1IwUGVOYUt4bV9veHlhWWxnZ3JR?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",HPCwire,Microsoft earnings,2024-07-29,2024-08-28
"Apple, Microsoft, Meta Set to Report During Busy Week for Earnings - The Wall Street Journal",https://news.google.com/rss/articles/CBMilwRBVV95cUxNVHhHWGR6YzVvQ1VTeWRYNjUxbXBDbjFWcnMzUUJPX3VGdm5OMnpzTTduY3NxSDZYdV8xQXpiVXZ4dkt6TWpYY19uYUxrMTJ3b0pLa2ctdC1Xa3dCUGp1TkhNZGdSUFc4MkFtaVZXV01YRGh6UXpmdjlIaC1ycDdTcTljLVRWbXkteDhCQjZMMWVpaFRQX2lEN2FGSXZYdDgta1JZY01vSHhhU3h2cHJvaTk5TUZOZEEzbnh5VGxXYjFDM200STVNUlExZjc0NEE3X2ZpWEw0N3lvVzFwYTAxZkg5cm9VbmlsQld0NXk4dXk0Z0dGRVhPSHgycjRDM3ZDS2JzNUpTLXZkX0NhWWVNR3ZXaDhuNHlZcmloLWNRWm5aMnl2SUtsS2twdFEtXzNPeUF5N0U3VjMtU2ZnR0t6d1hWZGtadml2RUFEMnlGdTc5dG10c01ZZnA0LXo1U0ZJYXRxYk9yVG1DNXVaS09jT3EyRGcyUG5RcXI4Q01KdWpZdmZaclMySnc3OWVkLUdreklqYmlpdHJOUFdySTNrSkdoU3htenJiSmRmQ0Z6UF90ZndudUdpaW12cmh3aHlqdkdZTGdZUFNkbW13cm1ERzFhUi1ZU1k2TkZVOUpnQ2FUbURpYk9FUWRrd21DckZERy1oSE1UQUJZSnJ6aXVMdWRkeG9kVC00YVVvRHdtYnY4a2NaU3BR?oc=5,"Mon, 29 Jul 2024 07:00:00 GMT",The Wall Street Journal,Microsoft earnings,2024-07-29,2024-08-28
Microsoft spends billions on infrastructure to relieve Azure capacity constraints - CIO Dive,https://news.google.com/rss/articles/CBMipgFBVV95cUxPYWg5NDRka0ljOGpZVlo3eXluM2NCZTdfdG8wZXdlcWt3UmhBX015NS04MFAwWXFaUUpnSzdYZW80QVc1ZHlucVZTSXFBWHRieEdDSTVwdTBUS0VPZU83bUsxZ1pMTzJsTGw1dERvT0Jqa0RlSl9ZUDV3YWdFRUtSSWlpUWxxVlRheGRra3dsTGgySXR4RE05YWZWMkdRQXhqVVpYRU1R?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",CIO Dive,Microsoft earnings,2024-07-29,2024-08-28
Microsoft Stock Drops As AI Capital Expenditures Surge To $56 Billion - Forbes,https://news.google.com/rss/articles/CBMivAFBVV95cUxOUkF1UC12WFo2Ym5DaTRRdDFQamlveW9QTEk1VVdwbDFOWmdOU3BOa0I1RDRLSUxIVy1pdGhSaTA0dHdQWm9HUXlUNnVyZmM4ZXpDWDlEbGNHeVJ6WjQxeW9xa1lGd2dGQWlrbnUxblJ6TGQ5TGY0blFuWnp2QkJyamJUdk1yMXhrRU9mN3ZzVU5rWGNZUUZiNXUycktnOU9VSG9QbHhxRWJPTUR4bzBxcWNpZU5GWWtxTmR0Zg?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Forbes,Microsoft earnings,2024-07-29,2024-08-28
"Microsoft’s Cloud Revenue Slowed, But Should Investors Worry? - Nasdaq",https://news.google.com/rss/articles/CBMijwFBVV95cUxNdWpzdFFUc1FVME5xQ3JONG0tRWY3WFRraGd5SFhISkpzdUlZa2ZfdWJsNnhvMHl3dHJaSkFuQmFJT1JsTlBGQWg5cHJqcF90QUVrTkRKYTM2YWtuUTg2Q2ZmU2FYQlFWRVNQUnAyRHdTOVM1eFpNNVRNaHBXWHhBRTR0T2IzV1c1N2NSenBkZw?oc=5,"Thu, 01 Aug 2024 07:00:00 GMT",Nasdaq,Microsoft earnings,2024-07-29,2024-08-28
Microsoft and AMD’s results perfectly illustrate the two sides of the AI trade - Yahoo Finance,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOd29qMGtvZDUtbVNXTUt2anJJdVVJbGdoWWhVLW9NeVVvNGNLejUyWUI0dUNKTFJoOU02SmFNWjFyaGdxM2xWaF81TEVja0JncmZ4YUVLTFRrNUpkNVVCU3kzMXBHUTZzdGNsbFpfbjVUMGdWZUI5VHhueTROY3BpSWxsSHVnbWdHZF9uMG54bXJSR3phb2ZKUTB2X3lPbnRaTTJ6NGIxbTgtcmFDVmFDWEtZZ2FlbFNnbFVxa1BsUks?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Yahoo Finance,Microsoft earnings,2024-07-29,2024-08-28
Nvidia is the early winner in Big Tech's latest earnings season - Business Insider,https://news.google.com/rss/articles/CBMimgFBVV95cUxOVVY0bzFKQnJJY2tGSTNTUVMwZmtrLXhLZV9YdGtiZm4xTV9SdkFaY1FPUEFVWmowdkl1UTI2SE13Qi1taURRNjBEOWVsazFaRE9XRXFieVNyWjF4azU4ZmVweVdxZWVveEczNEIwNE81dGhHZ3FybHU0bXRqZURncjA3TUJrVlIwb0NZazdDRmt1eUZZaDJjSU5R?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Business Insider,Microsoft earnings,2024-07-29,2024-08-28
Nvidia’s stock surges as Microsoft says the magic words - MarketWatch,https://news.google.com/rss/articles/CBMiqwNBVV95cUxQdmVsSkVHY2tKdVM5Q1RmZGQ5OUhieHdGd0JQVVowRzNuWU1PaE9yb2FXa2U3d0xYTkF6WjhWbWY5WmhoUHEtUnYxVUpRYTRIRmlPc1l6SUlZenF5SXZyN0gyRi0ya1JFQTVxMTZfR1duWkNCT3lsUTNjd0NGS3FvUEFWTUo1dkpFd05HcS1Ja0daN0xNSEZNNjRWYmlsZ1RCOTFVZVBSMGdfcjRXRzlGMnhsRng2ZXRlcVBNc1VFZXY2RVA4TlZuRlZTVlZpV2d4Uy04dDFyblRPR3ZMcC1KU18yUElkbEgxWjdBZWpSMWlpSWVnZ2tmTWpjRHRoSHMtcEtzRktqaU11SEE4RGVtOXEzS1JXWEtOZDJCdFVvZUphaXczM3ROX0NTblVGOGc3YXV6RjF3S1dkelQwMzJVU3MyaXhLRncwREszaE9STldDb204Ml9aa3NTVk13RWR0Y0RVVXNUY29NUjFyUEFPZjJqUHBnN2RyZHNNQW00TWY5OHJKUHNUUVJyamZ6Q0Q5b0stQzVYZURrZzZlYkdmUXlabDVfS0M5VUhF?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",MarketWatch,Microsoft earnings,2024-07-29,2024-08-28
Microsoft made $88 billion profit in FY2024 thanks to Activision Blizzard boost - PocketGamer.biz,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQNDV3UHl2NDBadUtBczc4MEMxRWFrQWs4OXpMRjBjNFJNSHBhOHVlb1hjVktPMEZfc1htWTNsSkpYLXpsYnVaVVRvaVVRQWVoVGRsaXpTZ3E4RHg0WjJfWVNGWjdWNGNDdUNadGZQNmJNTktJX1BTNG44SkMwTzBLR2VRbThrMzNpR1RqQ29NWFF6VFRLWFJLQlpremh2RExJc1RGdC1mNW93WVU?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",PocketGamer.biz,Microsoft earnings,2024-07-29,2024-08-28
Microsoft Q4 Earnings: AI Capital Expenditures Remain Strong And Growing (NASDAQ:MSFT) - Seeking Alpha,https://news.google.com/rss/articles/CBMisgFBVV95cUxQSTlQWVBfWXdQajE1b2poLUVxNzdzdzNUdUZOVUYyNzhqYnlodzBHUGQ0aVVGZFJsajdkTEZoZTBkX3ZEaFI0S3dnTzcyRnp4Z2ZELVV0ZUpwOHV5NGpvOWUxM0FxbFl3STNodldBcWQtcExVX1RjMkJESlVJT2pXejhsdUV6TkVUWFZyRlhtQTFzMHlvbVJmOERGRzB4aGktUVJVb3d0SmJGbGs5eEExRW53?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Seeking Alpha,Microsoft earnings,2024-07-29,2024-08-28
Microsoft's timeline for its massive AI bet is testing everyone's patience - Business Insider,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNVDVLRlNvclRaLXdnc09wUlNqV0tWRGhxNzBoVTdZQ3E3THY1d1gzLXNCQkdMUlJ4MTg2bEEyMnEyMDk4NXhSNGdndjNRdkdLQ1R5QlFVUmhzWjF2bnY3UXRDckFRMWtXc2t1SlVxbTBXaEFvb25vNXZhRlNnQ3JnM25ya3NnVS1a?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Business Insider,Microsoft earnings,2024-07-29,2024-08-28
Is Microsoft Stock Still a Buy After Earnings? - Kiplinger,https://news.google.com/rss/articles/CBMimAFBVV95cUxQbWJwVW05b29KNTdGMy03SDFmbVdLeW12S1JneGxmUU5yV3JBX0Z5SU9tVTZ4SlNiVk1vOG1LMjU4WXl0X3JNWGVfcE1VMmZ3QnFvUW9xSjVCek4wTjBDNWRCRFp6NzJ1Y24xcjBZek83RVhscWhEWlFweXQ0YngtVjBacGpScmFwSjEwX3NWUGhIaU04ZFlQRw?oc=5,"Wed, 31 Jul 2024 07:00:00 GMT",Kiplinger,Microsoft earnings,2024-07-29,2024-08-28
